0.6084000	0.8259000
0.5264000	0.6146000
0.8337000	0.6555000
0.6533000	0.8603000
0.9772000	0.5656000
0.5341000	0.5626000
0.5831000	0.9557000
0.5681000	0.8085000
0.6345000	0.6103000
0.8565000	0.7745000
0.9707000	0.6649000
0.8522000	0.9717000
0.7908000	0.9401000
0.8748000	0.6898000
0.8628000	0.5814000
0.9781000	0.5981000
0.8881000	0.8066000
0.5811000	0.5155000
0.6443000	0.9855000
0.9752000	0.6140000
0.9793000	0.8399000
0.5275000	0.7999000
0.6966000	0.6077000
0.5912000	0.5384000
0.5037000	0.8944000
0.5089000	0.9390000
0.6763000	0.8611000
0.9842000	0.5778000
0.5815000	0.6567000
0.5147000	0.6788000
0.5136000	0.8968000
0.9996000	0.5551000
0.8113000	0.5663000
0.6550000	0.5674000
0.6117000	0.6983000
0.5676000	0.6205000
0.9638000	0.6956000
0.7556000	0.5464000
0.5108000	0.5798000
0.9223000	0.9396000
0.5935000	0.4957000
0.8560000	0.4357000
0.7398000	0.2480000
0.6438000	0.0305000
0.6312000	0.0931000
0.9585000	0.0616000
0.5067000	0.1848000
0.8493000	0.4447000
0.7969000	0.0783000
0.6583000	0.1167000
0.5042000	0.1985000
0.8249000	0.0425000
0.8844000	0.4849000
0.8574000	0.3910000
0.6188000	0.0979000
0.6316000	0.3569000
0.9888000	0.3186000
0.7730000	0.4240000
0.9010000	0.3342000
0.8355000	0.4103000
0.4852000	0.7435000
0.4087000	0.8208000
0.1532000	0.8305000
0.1790000	0.9691000
0.2438000	0.5455000
0.3369000	0.7574000
0.1108000	0.8625000
0.0341000	0.9821000
0.1038000	0.5806000
0.3191000	0.5001000
0.1678000	0.6375000
0.0223000	0.5469000
0.2050000	0.9084000
0.4353000	0.5113000
0.3636000	0.9240000
0.3643000	0.9775000
0.3282000	0.8712000
0.1725000	0.9420000
0.1736000	0.5297000
0.3592000	0.9791000
0.0784000	0.2082000
0.0470000	0.2250000
0.4346000	0.1958000
0.1264000	0.1772000
0.3715000	0.3254000
0.4699000	0.4164000
0.2350000	0.3149000
0.0291000	0.2711000
0.2279000	0.4315000
0.4276000	0.2361000
0.3935000	0.3280000
0.0000000	0.0656000
0.2474000	0.0192000
0.1137000	0.1639000
0.4497000	0.1569000
0.1258000	0.2165000
0.4212000	0.0922000
0.2541000	0.2261000
0.1628000	0.1900000
0.4432000	0.3806000
0.4419000	0.2287000
0.3996000	0.0670000
0.0327000	0.1876000
0.1868000	0.2420000
0.4847000	0.1710000
0.1263000	0.2924000
0.2619000	0.0817000
0.2432000	0.2480000
0.4216000	0.4031000
0.4289000	0.3049000
0.2829000	0.3059000
0.0515000	0.0792000
0.2068000	0.2802000
0.1343000	0.3921000
0.1939000	0.0155000
0.2928000	0.2793000
0.1003000	0.0437000
0.4666000	0.1297000
0.1021000	0.0246000
0.3031000	0.2732000
0.0479000	0.3185000
0.2215000	0.0332000
0.1871000	0.1246000
0.4624000	0.3147000
0.4392000	0.3208000
0.3992000	0.2175000
0.4906000	0.0480000
0.2637000	0.2728000
0.1422000	0.1854000
0.0323000	0.2724000
0.4182000	0.0727000
0.0858000	0.0340000
0.4120000	0.0670000
0.4424000	0.2574000
0.4818000	0.0602000
0.0241000	0.1901000
0.2064000	0.2007000
0.2105000	0.1885000
0.4537000	0.3351000
0.4809000	0.0815000
0.3743000	0.1870000
0.2271000	0.0193000
0.2812000	0.1862000
0.3964000	0.3976000
0.1915000	0.1264000
0.1715000	0.4839000
0.2399000	0.1842000
0.3823000	0.1886000
0.4502000	0.0917000
0.1842000	0.4587000
0.2580000	0.0452000
0.3677000	0.0024000
0.3016000	0.4784000
0.1987000	0.3658000
0.3423000	0.4893000
0.1019000	0.2967000
0.4758000	0.1301000
0.2573000	0.3182000
0.2005000	0.2433000
0.3752000	0.0631000
0.0215000	0.1855000
0.3467000	0.4679000
0.2388000	0.0646000
0.2419000	0.4728000
0.1839000	0.1642000
0.3864000	0.1486000
0.0889000	0.3454000
0.1320000	0.2289000
0.4218000	0.4407000
0.3500000	0.3778000
0.4873000	0.2011000
0.0656000	0.3624000
0.4498000	0.0854000
0.0215000	0.2396000
0.0470000	0.3250000
0.4761000	0.2289000
0.2684000	0.0332000
0.2469000	0.2088000
0.1461000	0.1448000
0.3769000	0.0484000
