0.6085716	0.8294187
0.5269399	0.6046206
0.8332666	0.6505337
0.6501993	0.8471918
0.9881737	0.5715811
0.5390692	0.5603191
0.5934317	0.9598117
0.5675126	0.8078015
0.6297899	0.6078374
0.8676735	0.7713927
0.9709303	0.6734813
0.8435344	0.9774156
0.7856485	0.9469767
0.8833972	0.6913714
0.8607988	0.5817689
0.9779595	0.6002908
0.8888419	0.8104160
0.5915748	0.5103989
0.6506565	0.9821591
0.9770569	0.6157473
0.9819222	0.8453810
0.5264127	0.7999594
0.6950915	0.6100945
0.5933546	0.5422818
0.5133201	0.8994586
0.5103968	0.9375601
0.6774253	0.8568599
0.9867065	0.5759013
0.5897155	0.6516127
0.5083037	0.6733063
0.5195589	0.8974790
0.9949549	0.5555817
0.8156328	0.5630077
0.6532987	0.5658566
0.6102803	0.6953692
0.5701396	0.6193459
0.9581001	0.6957963
0.7592224	0.5317537
0.5080471	0.5769311
0.9232036	0.9405462
0.5928403	0.5024871
0.8620481	0.4385378
0.7103215	0.2655265
0.6130356	0.0259090
0.6055815	0.0809712
0.9073178	0.0473809
0.4785966	0.1733880
0.8578908	0.4417998
0.7400646	0.1025219
0.6291565	0.1312504
0.4730662	0.1881328
0.7720610	0.0807281
0.8875749	0.4867229
0.8660821	0.3942474
0.5805697	0.0822061
0.6386729	0.3717926
0.9634596	0.2854853
0.7703977	0.4128782
0.9159648	0.3418095
0.8447945	0.4151298
0.4887763	0.7381575
0.4246289	0.8214703
0.1742940	0.8507465
0.1496946	0.9025105
0.2820643	0.5649716
0.3463878	0.7431240
0.1316887	0.9639186
0.0062968	0.9739429
0.1431887	0.6232693
0.3439603	0.5080507
0.1598172	0.6281219
0.0697405	0.6231931
0.1940029	0.8876704
0.4378416	0.5095034
0.3620503	0.9107958
0.3497635	0.9678905
0.3200775	0.8551812
0.1463098	0.8968372
0.2023585	0.5527443
0.3661649	0.9712974
0.0821536	0.2363722
0.0372479	0.2685781
0.4126967	0.1956129
0.1191194	0.2121322
0.3700317	0.3267658
0.4753181	0.4117351
0.2381382	0.3357047
0.0284276	0.3040830
0.2395800	0.4664413
0.4079964	0.2335937
0.3961238	0.3285812
0.0318974	0.0685921
0.2156076	0.0589237
0.1120080	0.1910629
0.4180131	0.1602069
0.1225795	0.2446383
0.3974340	0.0870910
0.2415468	0.2529571
0.1599946	0.2182659
0.4458394	0.3751991
0.4266280	0.2293676
0.3734558	0.0691905
0.0266646	0.2295098
0.1817636	0.2651636
0.4485831	0.1681950
0.1223096	0.3215338
0.2375129	0.1048791
0.2381254	0.2719036
0.4195905	0.3970081
0.4270681	0.3059889
0.2743761	0.3215788
0.0505711	0.1070383
0.2020918	0.2970613
0.1481803	0.4151265
0.1684994	0.0583545
0.2877083	0.3008939
0.0887536	0.0766136
0.4388969	0.1235563
0.0713034	0.0804879
0.2945147	0.2919431
0.0519714	0.3491116
0.1987034	0.0664432
0.1746490	0.1615157
0.4604197	0.3030114
0.4418362	0.3171632
0.3770415	0.2186816
0.4620715	0.0468530
0.2597618	0.2945851
0.1279825	0.2133691
0.0334310	0.3027632
0.3796908	0.0702630
0.0815211	0.0833513
0.3781634	0.0727326
0.4249697	0.2527645
0.4549033	0.0552311
0.0296485	0.2171235
0.1961362	0.2302916
0.2016386	0.2197736
0.4567905	0.3316285
0.4550610	0.0840354
0.3514779	0.1937915
0.1969136	0.0554878
0.2643787	0.2082279
0.3999240	0.3998088
0.1830570	0.1661679
0.1930317	0.5127441
0.2232426	0.2205088
0.3588208	0.1941355
0.4343645	0.0916963
0.2040547	0.4831399
0.2316393	0.0674035
0.3435199	0.0179623
0.3294354	0.4906696
0.2076224	0.3841586
0.3475184	0.4968464
0.1029545	0.3180169
0.4453471	0.1269321
0.2544781	0.3371962
0.1928518	0.2725766
0.3546538	0.0611866
0.0279300	0.2144189
0.3525187	0.4681779
0.2204917	0.0880712
0.2674070	0.4948200
0.1742554	0.1999476
0.3635132	0.1519520
0.0831898	0.3725367
0.1255319	0.2549777
0.4260569	0.4388302
0.3543990	0.3749595
0.4576308	0.1944490
0.0660636	0.3940966
0.4297450	0.0872196
0.0232247	0.2604109
0.0477337	0.3554902
0.4595335	0.2159171
0.2396225	0.0699766
0.2373557	0.2458014
0.1439738	0.1715562
0.3451070	0.0505586
